"RG","TG"
"DUSP6_PIK3CD","DUSP6","PIK3CD"
"RPS6KB2_PIK3CD","RPS6KB2","PIK3CD"
"MAP2K2_PIK3CD","MAP2K2","PIK3CD"
"SPI1_PIK3CD","SPI1","PIK3CD"
"P3R3URF.PIK3R3_PIK3CD","P3R3URF.PIK3R3","PIK3CD"
"SOS2_PIK3CD","SOS2","PIK3CD"
"CEBPE_PIK3CD","CEBPE","PIK3CD"
"BRAF_PIK3CD","BRAF","PIK3CD"
"PPARD_PIK3CD","PPARD","PIK3CD"
"RARA_PIK3CD","RARA","PIK3CD"
"PIM2_PIK3CD","PIM2","PIK3CD"
"NFKB1_PIK3CD","NFKB1","PIK3CD"
"MPO_PIK3CD","MPO","PIK3CD"
"STAT5B_PIK3CD","STAT5B","PIK3CD"
"EIF4EBP1_PIK3CD","EIF4EBP1","PIK3CD"
"GRB2_PIK3CD","GRB2","PIK3CD"
"IKBKB_PIK3CD","IKBKB","PIK3CD"
"IKBKG_PIK3CD","IKBKG","PIK3CD"
"AKT2_PIK3CD","AKT2","PIK3CD"
"STAT5A_PIK3CD","STAT5A","PIK3CD"
"DCBLD2_PIK3CD","DCBLD2","PIK3CD"
"IFITM3_PIK3CD","IFITM3","PIK3CD"
"ANXA2_PIK3CD","ANXA2","PIK3CD"
"F2RL1_PIK3CD","F2RL1","PIK3CD"
"BAK1_PIK3CD","BAK1","PIK3CD"
"MYH14_PIK3CD","MYH14","PIK3CD"
"COL4A1_PIK3CD","COL4A1","PIK3CD"
"GP1BA_PIK3CD","GP1BA","PIK3CD"
"TMEM98_PIK3CD","TMEM98","PIK3CD"
"TMC6_PIK3CD","TMC6","PIK3CD"
"VAV1_PIK3CD","VAV1","PIK3CD"
"COL8A1_PIK3CD","COL8A1","PIK3CD"
"EPCAM_PIK3CD","EPCAM","PIK3CD"
"RELA_PPARD","RELA","PPARD"
"MAPK1_PPARD","MAPK1","PPARD"
"CCNA2_PPARD","CCNA2","PPARD"
"PIK3R1_PPARD","PIK3R1","PPARD"
"MTOR_PPARD","MTOR","PPARD"
"PIK3R3_PPARD","PIK3R3","PPARD"
"JUP_PPARD","JUP","PPARD"
"PIK3R2_PPARD","PIK3R2","PPARD"
"CHUK_PPARD","CHUK","PPARD"
"FLT3_PPARD","FLT3","PPARD"
"ITGAM_PPARD","ITGAM","PPARD"
"TCF7L2_PPARD","TCF7L2","PPARD"
"AKT3_PPARD","AKT3","PPARD"
"LEF1_PPARD","LEF1","PPARD"
"CSF1R_PPARD","CSF1R","PPARD"
"CCNA1_PPARD","CCNA1","PPARD"
"DUSP6_PPARD","DUSP6","PPARD"
"ZBTB16_PPARD","ZBTB16","PPARD"
"MAP2K2_PPARD","MAP2K2","PPARD"
"P3R3URF.PIK3R3_PPARD","P3R3URF.PIK3R3","PPARD"
"SOS2_PPARD","SOS2","PPARD"
"CEBPE_PPARD","CEBPE","PPARD"
"BRAF_PPARD","BRAF","PPARD"
"CCND1_PPARD","CCND1","PPARD"
"PIK3CD_PPARD","PIK3CD","PPARD"
"RARA_PPARD","RARA","PPARD"
"PIM2_PPARD","PIM2","PPARD"
"NFKB1_PPARD","NFKB1","PPARD"
"PIM1_PPARD","PIM1","PPARD"
"STAT5B_PPARD","STAT5B","PPARD"
"EIF4EBP1_PPARD","EIF4EBP1","PPARD"
"GRB2_PPARD","GRB2","PPARD"
"IKBKG_PPARD","IKBKG","PPARD"
"AKT2_PPARD","AKT2","PPARD"
"STAT5A_PPARD","STAT5A","PPARD"
"DCBLD2_PPARD","DCBLD2","PPARD"
"IFITM3_PPARD","IFITM3","PPARD"
"ANXA2_PPARD","ANXA2","PPARD"
"F2RL1_PPARD","F2RL1","PPARD"
"BAK1_PPARD","BAK1","PPARD"
"MYH14_PPARD","MYH14","PPARD"
"ANO1_PPARD","ANO1","PPARD"
"TMEM98_PPARD","TMEM98","PPARD"
"TMC6_PPARD","TMC6","PPARD"
"VAV1_PPARD","VAV1","PPARD"
"TGFBR2_PPARD","TGFBR2","PPARD"
"EPCAM_PPARD","EPCAM","PPARD"
"RELA_RARA","RELA","RARA"
"MAPK1_RARA","MAPK1","RARA"
"CCNA2_RARA","CCNA2","RARA"
"MAP2K1_RARA","MAP2K1","RARA"
"PIK3R1_RARA","PIK3R1","RARA"
"MTOR_RARA","MTOR","RARA"
"PIK3R3_RARA","PIK3R3","RARA"
"JUP_RARA","JUP","RARA"
"RUNX1T1_RARA","RUNX1T1","RARA"
"PIK3R2_RARA","PIK3R2","RARA"
"CHUK_RARA","CHUK","RARA"
"PIK3CB_RARA","PIK3CB","RARA"
"MYC_RARA","MYC","RARA"
"FCGR1A_RARA","FCGR1A","RARA"
"FLT3_RARA","FLT3","RARA"
"ITGAM_RARA","ITGAM","RARA"
"TCF7L2_RARA","TCF7L2","RARA"
"AKT3_RARA","AKT3","RARA"
"LEF1_RARA","LEF1","RARA"
"CCNA1_RARA","CCNA1","RARA"
"KIT_RARA","KIT","RARA"
"DUSP6_RARA","DUSP6","RARA"
"RPS6KB2_RARA","RPS6KB2","RARA"
"ZBTB16_RARA","ZBTB16","RARA"
"MAP2K2_RARA","MAP2K2","RARA"
"P3R3URF.PIK3R3_RARA","P3R3URF.PIK3R3","RARA"
"SOS2_RARA","SOS2","RARA"
"CEBPE_RARA","CEBPE","RARA"
"BRAF_RARA","BRAF","RARA"
"CCND1_RARA","CCND1","RARA"
"PIK3CD_RARA","PIK3CD","RARA"
"PPARD_RARA","PPARD","RARA"
"PIM2_RARA","PIM2","RARA"
"NFKB1_RARA","NFKB1","RARA"
"MPO_RARA","MPO","RARA"
"STAT5B_RARA","STAT5B","RARA"
"EIF4EBP1_RARA","EIF4EBP1","RARA"
"AKT2_RARA","AKT2","RARA"
"STAT5A_RARA","STAT5A","RARA"
"HTRA1_RARA","HTRA1","RARA"
"DCBLD2_RARA","DCBLD2","RARA"
"IFITM3_RARA","IFITM3","RARA"
"ANXA2_RARA","ANXA2","RARA"
"BAK1_RARA","BAK1","RARA"
"MYH14_RARA","MYH14","RARA"
"ANO1_RARA","ANO1","RARA"
"GP1BA_RARA","GP1BA","RARA"
"TMC6_RARA","TMC6","RARA"
"TGFBR2_RARA","TGFBR2","RARA"
"COL8A1_RARA","COL8A1","RARA"
"RELA_PIM2","RELA","PIM2"
"MAPK1_PIM2","MAPK1","PIM2"
"CCNA2_PIM2","CCNA2","PIM2"
"MAP2K1_PIM2","MAP2K1","PIM2"
"MTOR_PIM2","MTOR","PIM2"
"PIK3R3_PIM2","PIK3R3","PIM2"
"JUP_PIM2","JUP","PIM2"
"RUNX1T1_PIM2","RUNX1T1","PIM2"
"PIK3R2_PIM2","PIK3R2","PIM2"
"CHUK_PIM2","CHUK","PIM2"
"PIK3CB_PIM2","PIK3CB","PIM2"
"FCGR1A_PIM2","FCGR1A","PIM2"
"ITGAM_PIM2","ITGAM","PIM2"
"TCF7L2_PIM2","TCF7L2","PIM2"
"LEF1_PIM2","LEF1","PIM2"
"CD14_PIM2","CD14","PIM2"
"CSF1R_PIM2","CSF1R","PIM2"
"CCNA1_PIM2","CCNA1","PIM2"
"KIT_PIM2","KIT","PIM2"
"DUSP6_PIM2","DUSP6","PIM2"
"RPS6KB2_PIM2","RPS6KB2","PIM2"
"ZBTB16_PIM2","ZBTB16","PIM2"
"MAP2K2_PIM2","MAP2K2","PIM2"
"SPI1_PIM2","SPI1","PIM2"
"P3R3URF.PIK3R3_PIM2","P3R3URF.PIK3R3","PIM2"
"SOS2_PIM2","SOS2","PIM2"
"BRAF_PIM2","BRAF","PIM2"
"CCND1_PIM2","CCND1","PIM2"
"PIK3CA_PIM2","PIK3CA","PIM2"
"PIK3CD_PIM2","PIK3CD","PIM2"
"PPARD_PIM2","PPARD","PIM2"
"RARA_PIM2","RARA","PIM2"
"NFKB1_PIM2","NFKB1","PIM2"
"STAT5B_PIM2","STAT5B","PIM2"
"EIF4EBP1_PIM2","EIF4EBP1","PIM2"
"GRB2_PIM2","GRB2","PIM2"
"IKBKB_PIM2","IKBKB","PIM2"
"IKBKG_PIM2","IKBKG","PIM2"
"AKT2_PIM2","AKT2","PIM2"
"HTRA1_PIM2","HTRA1","PIM2"
"IFITM3_PIM2","IFITM3","PIM2"
"ANXA2_PIM2","ANXA2","PIM2"
"F2RL1_PIM2","F2RL1","PIM2"
"BAK1_PIM2","BAK1","PIM2"
"COL4A1_PIM2","COL4A1","PIM2"
"ANO1_PIM2","ANO1","PIM2"
"TMEM98_PIM2","TMEM98","PIM2"
"COL8A1_PIM2","COL8A1","PIM2"
"EPCAM_PIM2","EPCAM","PIM2"
"RELA_NFKB1","RELA","NFKB1"
"MAPK1_NFKB1","MAPK1","NFKB1"
"MAP2K1_NFKB1","MAP2K1","NFKB1"
"PIK3R1_NFKB1","PIK3R1","NFKB1"
"PIK3R3_NFKB1","PIK3R3","NFKB1"
"RUNX1T1_NFKB1","RUNX1T1","NFKB1"
"PIK3R2_NFKB1","PIK3R2","NFKB1"
"CHUK_NFKB1","CHUK","NFKB1"
"PIK3CB_NFKB1","PIK3CB","NFKB1"
"MYC_NFKB1","MYC","NFKB1"
"FCGR1A_NFKB1","FCGR1A","NFKB1"
"FLT3_NFKB1","FLT3","NFKB1"
"TCF7L2_NFKB1","TCF7L2","NFKB1"
"AKT3_NFKB1","AKT3","NFKB1"
"LEF1_NFKB1","LEF1","NFKB1"
"CD14_NFKB1","CD14","NFKB1"
"CSF1R_NFKB1","CSF1R","NFKB1"
"KIT_NFKB1","KIT","NFKB1"
"DUSP6_NFKB1","DUSP6","NFKB1"
"RPS6KB2_NFKB1","RPS6KB2","NFKB1"
"MAP2K2_NFKB1","MAP2K2","NFKB1"
"SPI1_NFKB1","SPI1","NFKB1"
"P3R3URF.PIK3R3_NFKB1","P3R3URF.PIK3R3","NFKB1"
"SOS2_NFKB1","SOS2","NFKB1"
"CEBPE_NFKB1","CEBPE","NFKB1"
"BRAF_NFKB1","BRAF","NFKB1"
"CCND1_NFKB1","CCND1","NFKB1"
"PIK3CA_NFKB1","PIK3CA","NFKB1"
"PIK3CD_NFKB1","PIK3CD","NFKB1"
"PPARD_NFKB1","PPARD","NFKB1"
"RARA_NFKB1","RARA","NFKB1"
"PIM2_NFKB1","PIM2","NFKB1"
"PIM1_NFKB1","PIM1","NFKB1"
"MPO_NFKB1","MPO","NFKB1"
"STAT5B_NFKB1","STAT5B","NFKB1"
"EIF4EBP1_NFKB1","EIF4EBP1","NFKB1"
"GRB2_NFKB1","GRB2","NFKB1"
"IKBKB_NFKB1","IKBKB","NFKB1"
"IKBKG_NFKB1","IKBKG","NFKB1"
"AKT2_NFKB1","AKT2","NFKB1"
"STAT5A_NFKB1","STAT5A","NFKB1"
"HTRA1_NFKB1","HTRA1","NFKB1"
"DCBLD2_NFKB1","DCBLD2","NFKB1"
"IFITM3_NFKB1","IFITM3","NFKB1"
"F2RL1_NFKB1","F2RL1","NFKB1"
"BAK1_NFKB1","BAK1","NFKB1"
"MYH14_NFKB1","MYH14","NFKB1"
"COL4A1_NFKB1","COL4A1","NFKB1"
"ANO1_NFKB1","ANO1","NFKB1"
"GP1BA_NFKB1","GP1BA","NFKB1"
"VAV1_NFKB1","VAV1","NFKB1"
"TGFBR2_NFKB1","TGFBR2","NFKB1"
"COL8A1_NFKB1","COL8A1","NFKB1"
"EPCAM_NFKB1","EPCAM","NFKB1"
"CCNA2_PIM1","CCNA2","PIM1"
"PIK3R3_PIM1","PIK3R3","PIM1"
"JUP_PIM1","JUP","PIM1"
"RUNX1T1_PIM1","RUNX1T1","PIM1"
"PIK3R2_PIM1","PIK3R2","PIM1"
"PIK3CB_PIM1","PIK3CB","PIM1"
"MYC_PIM1","MYC","PIM1"
"FCGR1A_PIM1","FCGR1A","PIM1"
"FLT3_PIM1","FLT3","PIM1"
"AKT3_PIM1","AKT3","PIM1"
"LEF1_PIM1","LEF1","PIM1"
"CSF1R_PIM1","CSF1R","PIM1"
"CCNA1_PIM1","CCNA1","PIM1"
"KIT_PIM1","KIT","PIM1"
"DUSP6_PIM1","DUSP6","PIM1"
"RPS6KB2_PIM1","RPS6KB2","PIM1"
"ZBTB16_PIM1","ZBTB16","PIM1"
"SPI1_PIM1","SPI1","PIM1"
"P3R3URF.PIK3R3_PIM1","P3R3URF.PIK3R3","PIM1"
"BRAF_PIM1","BRAF","PIM1"
"PIK3CD_PIM1","PIK3CD","PIM1"
"PPARD_PIM1","PPARD","PIM1"
"RARA_PIM1","RARA","PIM1"
"STAT5B_PIM1","STAT5B","PIM1"
"EIF4EBP1_PIM1","EIF4EBP1","PIM1"
"GRB2_PIM1","GRB2","PIM1"
"IKBKB_PIM1","IKBKB","PIM1"
"IKBKG_PIM1","IKBKG","PIM1"
"AKT2_PIM1","AKT2","PIM1"
"STAT5A_PIM1","STAT5A","PIM1"
"ANXA2_PIM1","ANXA2","PIM1"
"F2RL1_PIM1","F2RL1","PIM1"
"BAK1_PIM1","BAK1","PIM1"
"ANO1_PIM1","ANO1","PIM1"
"TMEM98_PIM1","TMEM98","PIM1"
"TMC6_PIM1","TMC6","PIM1"
"TGFBR2_PIM1","TGFBR2","PIM1"
"COL8A1_PIM1","COL8A1","PIM1"
"RELA_MPO","RELA","MPO"
"MAP2K1_MPO","MAP2K1","MPO"
"PIK3R1_MPO","PIK3R1","MPO"
"PIK3R3_MPO","PIK3R3","MPO"
"JUP_MPO","JUP","MPO"
"CHUK_MPO","CHUK","MPO"
"PIK3CB_MPO","PIK3CB","MPO"
"MYC_MPO","MYC","MPO"
"FCGR1A_MPO","FCGR1A","MPO"
"FLT3_MPO","FLT3","MPO"
"ITGAM_MPO","ITGAM","MPO"
"TCF7L2_MPO","TCF7L2","MPO"
"LEF1_MPO","LEF1","MPO"
"CD14_MPO","CD14","MPO"
"KIT_MPO","KIT","MPO"
"RPS6KB2_MPO","RPS6KB2","MPO"
"ZBTB16_MPO","ZBTB16","MPO"
"MAP2K2_MPO","MAP2K2","MPO"
"SPI1_MPO","SPI1","MPO"
"P3R3URF.PIK3R3_MPO","P3R3URF.PIK3R3","MPO"
"SOS2_MPO","SOS2","MPO"
"CEBPE_MPO","CEBPE","MPO"
"BRAF_MPO","BRAF","MPO"
"CCND1_MPO","CCND1","MPO"
"PPARD_MPO","PPARD","MPO"
"NFKB1_MPO","NFKB1","MPO"
"STAT5B_MPO","STAT5B","MPO"
"EIF4EBP1_MPO","EIF4EBP1","MPO"
"GRB2_MPO","GRB2","MPO"
"IKBKB_MPO","IKBKB","MPO"
"IKBKG_MPO","IKBKG","MPO"
"AKT2_MPO","AKT2","MPO"
"STAT5A_MPO","STAT5A","MPO"
"HTRA1_MPO","HTRA1","MPO"
"DCBLD2_MPO","DCBLD2","MPO"
"ANXA2_MPO","ANXA2","MPO"
"MYH14_MPO","MYH14","MPO"
"COL4A1_MPO","COL4A1","MPO"
"ANO1_MPO","ANO1","MPO"
"TMEM98_MPO","TMEM98","MPO"
"COL8A1_MPO","COL8A1","MPO"
"EPCAM_MPO","EPCAM","MPO"
"RELA_STAT5B","RELA","STAT5B"
"MAPK1_STAT5B","MAPK1","STAT5B"
"CCNA2_STAT5B","CCNA2","STAT5B"
"MAP2K1_STAT5B","MAP2K1","STAT5B"
"PIK3R1_STAT5B","PIK3R1","STAT5B"
"MTOR_STAT5B","MTOR","STAT5B"
"PIK3R3_STAT5B","PIK3R3","STAT5B"
"JUP_STAT5B","JUP","STAT5B"
"PIK3R2_STAT5B","PIK3R2","STAT5B"
"CHUK_STAT5B","CHUK","STAT5B"
"PIK3CB_STAT5B","PIK3CB","STAT5B"
"MYC_STAT5B","MYC","STAT5B"
"FCGR1A_STAT5B","FCGR1A","STAT5B"
"FLT3_STAT5B","FLT3","STAT5B"
"ITGAM_STAT5B","ITGAM","STAT5B"
"TCF7L2_STAT5B","TCF7L2","STAT5B"
"LEF1_STAT5B","LEF1","STAT5B"
"CSF1R_STAT5B","CSF1R","STAT5B"
"CCNA1_STAT5B","CCNA1","STAT5B"
"KIT_STAT5B","KIT","STAT5B"
"DUSP6_STAT5B","DUSP6","STAT5B"
"RPS6KB2_STAT5B","RPS6KB2","STAT5B"
"ZBTB16_STAT5B","ZBTB16","STAT5B"
"MAP2K2_STAT5B","MAP2K2","STAT5B"
"P3R3URF.PIK3R3_STAT5B","P3R3URF.PIK3R3","STAT5B"
"SOS2_STAT5B","SOS2","STAT5B"
"CEBPE_STAT5B","CEBPE","STAT5B"
"BRAF_STAT5B","BRAF","STAT5B"
"CCND1_STAT5B","CCND1","STAT5B"
"PIK3CA_STAT5B","PIK3CA","STAT5B"
"PPARD_STAT5B","PPARD","STAT5B"
"RARA_STAT5B","RARA","STAT5B"
"PIM2_STAT5B","PIM2","STAT5B"
"NFKB1_STAT5B","NFKB1","STAT5B"
"PIM1_STAT5B","PIM1","STAT5B"
"MPO_STAT5B","MPO","STAT5B"
"EIF4EBP1_STAT5B","EIF4EBP1","STAT5B"
"GRB2_STAT5B","GRB2","STAT5B"
"IKBKB_STAT5B","IKBKB","STAT5B"
"IKBKG_STAT5B","IKBKG","STAT5B"
"STAT5A_STAT5B","STAT5A","STAT5B"
"HTRA1_STAT5B","HTRA1","STAT5B"
"DCBLD2_STAT5B","DCBLD2","STAT5B"
"IFITM3_STAT5B","IFITM3","STAT5B"
"ANXA2_STAT5B","ANXA2","STAT5B"
"F2RL1_STAT5B","F2RL1","STAT5B"
"BAK1_STAT5B","BAK1","STAT5B"
"MYH14_STAT5B","MYH14","STAT5B"
"ANO1_STAT5B","ANO1","STAT5B"
"GP1BA_STAT5B","GP1BA","STAT5B"
"TMEM98_STAT5B","TMEM98","STAT5B"
"TMC6_STAT5B","TMC6","STAT5B"
"VAV1_STAT5B","VAV1","STAT5B"
"COL8A1_STAT5B","COL8A1","STAT5B"
"EPCAM_STAT5B","EPCAM","STAT5B"
"RELA_EIF4EBP1","RELA","EIF4EBP1"
"MAPK1_EIF4EBP1","MAPK1","EIF4EBP1"
"CCNA2_EIF4EBP1","CCNA2","EIF4EBP1"
"MAP2K1_EIF4EBP1","MAP2K1","EIF4EBP1"
"PIK3R1_EIF4EBP1","PIK3R1","EIF4EBP1"
"MTOR_EIF4EBP1","MTOR","EIF4EBP1"
"PIK3R3_EIF4EBP1","PIK3R3","EIF4EBP1"
"PIK3R2_EIF4EBP1","PIK3R2","EIF4EBP1"
"CHUK_EIF4EBP1","CHUK","EIF4EBP1"
"PIK3CB_EIF4EBP1","PIK3CB","EIF4EBP1"
"MYC_EIF4EBP1","MYC","EIF4EBP1"
"FCGR1A_EIF4EBP1","FCGR1A","EIF4EBP1"
"FLT3_EIF4EBP1","FLT3","EIF4EBP1"
"ITGAM_EIF4EBP1","ITGAM","EIF4EBP1"
"AKT3_EIF4EBP1","AKT3","EIF4EBP1"
"LEF1_EIF4EBP1","LEF1","EIF4EBP1"
"CD14_EIF4EBP1","CD14","EIF4EBP1"
"CSF1R_EIF4EBP1","CSF1R","EIF4EBP1"
"KIT_EIF4EBP1","KIT","EIF4EBP1"
"RPS6KB2_EIF4EBP1","RPS6KB2","EIF4EBP1"
"ZBTB16_EIF4EBP1","ZBTB16","EIF4EBP1"
"MAP2K2_EIF4EBP1","MAP2K2","EIF4EBP1"
"SPI1_EIF4EBP1","SPI1","EIF4EBP1"
"SOS2_EIF4EBP1","SOS2","EIF4EBP1"
"CEBPE_EIF4EBP1","CEBPE","EIF4EBP1"
"BRAF_EIF4EBP1","BRAF","EIF4EBP1"
"CCND1_EIF4EBP1","CCND1","EIF4EBP1"
"PIK3CA_EIF4EBP1","PIK3CA","EIF4EBP1"
"PIK3CD_EIF4EBP1","PIK3CD","EIF4EBP1"
"PPARD_EIF4EBP1","PPARD","EIF4EBP1"
"PIM2_EIF4EBP1","PIM2","EIF4EBP1"
"MPO_EIF4EBP1","MPO","EIF4EBP1"
"STAT5B_EIF4EBP1","STAT5B","EIF4EBP1"
"GRB2_EIF4EBP1","GRB2","EIF4EBP1"
"IKBKB_EIF4EBP1","IKBKB","EIF4EBP1"
"IKBKG_EIF4EBP1","IKBKG","EIF4EBP1"
"AKT2_EIF4EBP1","AKT2","EIF4EBP1"
"STAT5A_EIF4EBP1","STAT5A","EIF4EBP1"
"DCBLD2_EIF4EBP1","DCBLD2","EIF4EBP1"
"IFITM3_EIF4EBP1","IFITM3","EIF4EBP1"
"F2RL1_EIF4EBP1","F2RL1","EIF4EBP1"
"MYH14_EIF4EBP1","MYH14","EIF4EBP1"
"COL4A1_EIF4EBP1","COL4A1","EIF4EBP1"
"GP1BA_EIF4EBP1","GP1BA","EIF4EBP1"
"VAV1_EIF4EBP1","VAV1","EIF4EBP1"
"TGFBR2_EIF4EBP1","TGFBR2","EIF4EBP1"
"COL8A1_EIF4EBP1","COL8A1","EIF4EBP1"
"EPCAM_EIF4EBP1","EPCAM","EIF4EBP1"
"RELA_GRB2","RELA","GRB2"
"CCNA2_GRB2","CCNA2","GRB2"
"MAP2K1_GRB2","MAP2K1","GRB2"
"PIK3R1_GRB2","PIK3R1","GRB2"
"MTOR_GRB2","MTOR","GRB2"
"PIK3R3_GRB2","PIK3R3","GRB2"
"JUP_GRB2","JUP","GRB2"
"RUNX1T1_GRB2","RUNX1T1","GRB2"
"PIK3R2_GRB2","PIK3R2","GRB2"
"CHUK_GRB2","CHUK","GRB2"
"MYC_GRB2","MYC","GRB2"
"FCGR1A_GRB2","FCGR1A","GRB2"
"TCF7L2_GRB2","TCF7L2","GRB2"
"AKT3_GRB2","AKT3","GRB2"
"LEF1_GRB2","LEF1","GRB2"
"CD14_GRB2","CD14","GRB2"
"CCNA1_GRB2","CCNA1","GRB2"
"KIT_GRB2","KIT","GRB2"
"DUSP6_GRB2","DUSP6","GRB2"
"ZBTB16_GRB2","ZBTB16","GRB2"
"MAP2K2_GRB2","MAP2K2","GRB2"
"SPI1_GRB2","SPI1","GRB2"
"P3R3URF.PIK3R3_GRB2","P3R3URF.PIK3R3","GRB2"
"SOS2_GRB2","SOS2","GRB2"
"BRAF_GRB2","BRAF","GRB2"
"CCND1_GRB2","CCND1","GRB2"
"PIK3CA_GRB2","PIK3CA","GRB2"
"PIK3CD_GRB2","PIK3CD","GRB2"
"PPARD_GRB2","PPARD","GRB2"
"PIM2_GRB2","PIM2","GRB2"
"NFKB1_GRB2","NFKB1","GRB2"
"PIM1_GRB2","PIM1","GRB2"
"MPO_GRB2","MPO","GRB2"
"IKBKB_GRB2","IKBKB","GRB2"
"IKBKG_GRB2","IKBKG","GRB2"
"AKT2_GRB2","AKT2","GRB2"
"STAT5A_GRB2","STAT5A","GRB2"
"HTRA1_GRB2","HTRA1","GRB2"
"DCBLD2_GRB2","DCBLD2","GRB2"
"ANXA2_GRB2","ANXA2","GRB2"
"F2RL1_GRB2","F2RL1","GRB2"
"COL4A1_GRB2","COL4A1","GRB2"
"ANO1_GRB2","ANO1","GRB2"
"GP1BA_GRB2","GP1BA","GRB2"
"TMEM98_GRB2","TMEM98","GRB2"
"TMC6_GRB2","TMC6","GRB2"
"TGFBR2_GRB2","TGFBR2","GRB2"
"COL8A1_GRB2","COL8A1","GRB2"
"RELA_IKBKB","RELA","IKBKB"
"CCNA2_IKBKB","CCNA2","IKBKB"
"MAP2K1_IKBKB","MAP2K1","IKBKB"
"PIK3R1_IKBKB","PIK3R1","IKBKB"
"MTOR_IKBKB","MTOR","IKBKB"
"JUP_IKBKB","JUP","IKBKB"
"RUNX1T1_IKBKB","RUNX1T1","IKBKB"
"CHUK_IKBKB","CHUK","IKBKB"
"PIK3CB_IKBKB","PIK3CB","IKBKB"
"FLT3_IKBKB","FLT3","IKBKB"
"ITGAM_IKBKB","ITGAM","IKBKB"
"TCF7L2_IKBKB","TCF7L2","IKBKB"
"AKT3_IKBKB","AKT3","IKBKB"
"LEF1_IKBKB","LEF1","IKBKB"
"CSF1R_IKBKB","CSF1R","IKBKB"
"DUSP6_IKBKB","DUSP6","IKBKB"
"RPS6KB2_IKBKB","RPS6KB2","IKBKB"
"MAP2K2_IKBKB","MAP2K2","IKBKB"
"SPI1_IKBKB","SPI1","IKBKB"
"P3R3URF.PIK3R3_IKBKB","P3R3URF.PIK3R3","IKBKB"
"SOS2_IKBKB","SOS2","IKBKB"
"BRAF_IKBKB","BRAF","IKBKB"
"CCND1_IKBKB","CCND1","IKBKB"
"PIK3CD_IKBKB","PIK3CD","IKBKB"
"PPARD_IKBKB","PPARD","IKBKB"
"PIM1_IKBKB","PIM1","IKBKB"
"MPO_IKBKB","MPO","IKBKB"
"STAT5B_IKBKB","STAT5B","IKBKB"
"GRB2_IKBKB","GRB2","IKBKB"
"IKBKG_IKBKB","IKBKG","IKBKB"
"AKT2_IKBKB","AKT2","IKBKB"
"STAT5A_IKBKB","STAT5A","IKBKB"
"DCBLD2_IKBKB","DCBLD2","IKBKB"
"IFITM3_IKBKB","IFITM3","IKBKB"
"BAK1_IKBKB","BAK1","IKBKB"
"MYH14_IKBKB","MYH14","IKBKB"
"ANO1_IKBKB","ANO1","IKBKB"
"TMEM98_IKBKB","TMEM98","IKBKB"
"VAV1_IKBKB","VAV1","IKBKB"
"TGFBR2_IKBKB","TGFBR2","IKBKB"
"COL8A1_IKBKB","COL8A1","IKBKB"
"EPCAM_IKBKB","EPCAM","IKBKB"
"RELA_IKBKG","RELA","IKBKG"
"MAPK1_IKBKG","MAPK1","IKBKG"
"CCNA2_IKBKG","CCNA2","IKBKG"
"PIK3R1_IKBKG","PIK3R1","IKBKG"
"MTOR_IKBKG","MTOR","IKBKG"
"PIK3R3_IKBKG","PIK3R3","IKBKG"
"JUP_IKBKG","JUP","IKBKG"
"PIK3R2_IKBKG","PIK3R2","IKBKG"
"CHUK_IKBKG","CHUK","IKBKG"
"PIK3CB_IKBKG","PIK3CB","IKBKG"
"MYC_IKBKG","MYC","IKBKG"
"FLT3_IKBKG","FLT3","IKBKG"
"TCF7L2_IKBKG","TCF7L2","IKBKG"
"AKT3_IKBKG","AKT3","IKBKG"
"LEF1_IKBKG","LEF1","IKBKG"
"CD14_IKBKG","CD14","IKBKG"
"CSF1R_IKBKG","CSF1R","IKBKG"
"CCNA1_IKBKG","CCNA1","IKBKG"
"KIT_IKBKG","KIT","IKBKG"
"DUSP6_IKBKG","DUSP6","IKBKG"
"RPS6KB2_IKBKG","RPS6KB2","IKBKG"
"ZBTB16_IKBKG","ZBTB16","IKBKG"
"SPI1_IKBKG","SPI1","IKBKG"
"P3R3URF.PIK3R3_IKBKG","P3R3URF.PIK3R3","IKBKG"
"CEBPE_IKBKG","CEBPE","IKBKG"
"CCND1_IKBKG","CCND1","IKBKG"
"PIK3CA_IKBKG","PIK3CA","IKBKG"
"PIK3CD_IKBKG","PIK3CD","IKBKG"
"PPARD_IKBKG","PPARD","IKBKG"
"RARA_IKBKG","RARA","IKBKG"
"PIM2_IKBKG","PIM2","IKBKG"
"NFKB1_IKBKG","NFKB1","IKBKG"
"PIM1_IKBKG","PIM1","IKBKG"
"MPO_IKBKG","MPO","IKBKG"
"STAT5B_IKBKG","STAT5B","IKBKG"
"EIF4EBP1_IKBKG","EIF4EBP1","IKBKG"
"AKT2_IKBKG","AKT2","IKBKG"
"STAT5A_IKBKG","STAT5A","IKBKG"
"DCBLD2_IKBKG","DCBLD2","IKBKG"
"ANXA2_IKBKG","ANXA2","IKBKG"
"F2RL1_IKBKG","F2RL1","IKBKG"
"BAK1_IKBKG","BAK1","IKBKG"
"MYH14_IKBKG","MYH14","IKBKG"
"COL4A1_IKBKG","COL4A1","IKBKG"
"ANO1_IKBKG","ANO1","IKBKG"
"GP1BA_IKBKG","GP1BA","IKBKG"
"TMEM98_IKBKG","TMEM98","IKBKG"
"TMC6_IKBKG","TMC6","IKBKG"
